Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
40,6,Lane Hutson,MON,Eastern,D,Glue Factory,Nam Le,20252026,5080230.0,"North Barrington, IL",USA,69.0,162.0,14/2/2004,21.0,325.5,12.0,66.0,36.0,78.0,34.0,2.0,18.0,0.0,0.0,3.0,0.0,0.0,2010.0,116959.0,1426.32926829,124.0,82.0,31.0,137.0,82.0,2.0,18.0,20.0,20.0,0.0,,,,,,,,,,,,,,78.0,,
41,6,Robert Thomas,STL,Western,C,Narita Brian,Brian Duong,20252026,4233637.0,"Aurora, ON",CAN,72.0,207.0,2/7/1999,26.0,245.0,25.0,39.0,22.0,64.0,24.0,3.0,11.0,2.0,1.0,4.0,547.0,495.0,1508.0,73018.0,1140.90625,102.0,64.0,10.0,40.0,64.0,5.0,12.0,17.0,14.0,3.0,2.0,,,,,,,,,,,,,,,
42,6,Macklin Celebrini,SJ,Western,C,HORSEMAN,Brandon Nguyen,20252026,5206628.0,"Vancouver, BC",CAN,72.0,190.0,13/6/2006,19.0,421.5,45.0,70.0,8.0,115.0,44.0,8.0,25.0,0.0,0.0,5.0,625.0,660.0,1741.0,104874.0,1278.95121951,287.0,82.0,53.0,53.0,82.0,8.0,25.0,33.0,33.0,0.0,2.0,,,,,,,,,,,,,,,
43,7,Connor Bedard,CHI,Western,C,HORSEMAN,Brandon Nguyen,20252026,5149125.0,"North Vancouver, BC",CAN,70.0,185.0,17/7/2005,20.0,276.5,30.0,45.0,-18.0,75.0,50.0,7.0,14.0,0.0,0.0,5.0,315.0,354.0,1539.0,86388.0,1252.0,226.0,69.0,31.0,27.0,69.0,7.0,14.0,21.0,21.0,0.0,2.0,,,,,,,,,,,,,,,
44,7,Filip Forsberg,NSH,Western,LW,Narita Brian,Brian Duong,20252026,2968772.0,"Ostervala, SWE",SWE,73.0,205.0,13/8/1994,31.0,276.5,40.0,35.0,-2.0,75.0,34.0,11.0,15.0,0.0,0.0,3.0,10.0,22.0,1797.0,92923.0,1133.20731707,246.0,82.0,124.0,33.0,82.0,11.0,15.0,26.0,26.0,0.0,1.0,,,,,,,,,,,,,,,
45,7,Matt Boldy,MIN,Western,LW,Glue Factory,Nam Le,20252026,4565233.0,"Millis, MA",USA,74.0,209.0,5/4/2001,24.0,327.0,42.0,43.0,18.0,85.0,30.0,11.0,19.0,4.0,0.0,3.0,55.0,69.0,1556.0,93795.0,1234.14473684,254.0,76.0,60.0,58.0,76.0,15.0,19.0,34.0,30.0,4.0,1.0,,,,,,,,,,,,,,,
46,7,Igor Shesterkin,NYR,Eastern,G,Cinderella Peak,vince tran,20252026,3151297.0,"Moscow, RUS",RUS,73.0,195.0,30/12/1995,30.0,209.94,,,,,,,,,,,,,,,,,51.0,,,,0.0,0.0,0.0,0.0,0.0,,51.0,25.0,19.0,1424.0,126.0,1298.0,1.0,181453.0,6.0,2.49982089,0.91151685,0.5,,,
47,7,Tage Thompson,BUF,Eastern,C,mejiro mcdavid,Maanik Bhandari,20252026,4024988.0,"Phoenix, AZ",USA,78.0,220.0,30/10/1997,28.0,303.0,40.0,41.0,-6.0,81.0,35.0,6.0,18.0,0.0,1.0,5.0,390.0,468.0,1856.0,93524.0,1154.61728395,272.0,81.0,85.0,48.0,81.0,6.0,19.0,25.0,24.0,1.0,1.0,,,,,,,,,,,,,,,
48,7,Brandon Hagel,TB,Eastern,LW,Narita Bryan,bryan lam,20252026,4065019.0,"Saskatoon, SK",CAN,74.0,186.0,27/8/1998,27.0,260.0,36.0,38.0,34.0,74.0,58.0,5.0,7.0,1.0,0.0,6.0,26.0,37.0,1638.0,84178.0,1185.6056338,214.0,71.0,42.0,38.0,71.0,6.0,7.0,13.0,12.0,1.0,,,,,,,,,,,,,,,,
49,7,Adrian Kempe,LA,Western,RW,Cukumber Horse,Ivan Chow,20252026,3114802.0,"Ornskoldsvik, SWE",SWE,74.0,200.0,13/9/1996,29.0,260.5,36.0,37.0,14.0,73.0,58.0,4.0,8.0,0.0,2.0,8.0,54.0,95.0,1784.0,93826.0,1158.34567901,226.0,81.0,127.0,39.0,81.0,4.0,10.0,14.0,12.0,2.0,,,,,,,,,,,,,,,,
50,8,Sebastian Aho,CAR,Eastern,C,Cukumber Horse,Ivan Chow,20252026,3904173.0,"Rauma, FIN",FIN,72.0,180.0,26/7/1997,28.0,288.5,27.0,53.0,11.0,80.0,46.0,7.0,20.0,2.0,4.0,4.0,596.0,585.0,1772.0,92963.0,1176.74683544,195.0,79.0,63.0,23.0,79.0,9.0,24.0,33.0,27.0,6.0,,,,,,,,,,,,,,,,
51,8,Martin Necas,COL,Western,RW,Narita Bryan,bryan lam,20252026,4233586.0,"Nove Mesto na Morave, CZE",CZE,75.0,195.0,15/1/1999,26.0,342.0,38.0,62.0,47.0,100.0,30.0,9.0,15.0,0.0,0.0,5.0,9.0,12.0,1746.0,100611.0,1289.88461538,206.0,78.0,85.0,26.0,78.0,9.0,15.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,
52,8,Mika Zibanejad,NYR,Eastern,C,mejiro mcdavid,Maanik Bhandari,20252026,2562637.0,"Huddinge, SWE",SWE,74.0,203.0,18/4/1993,32.0,311.0,34.0,44.0,-20.0,78.0,14.0,16.0,19.0,2.0,0.0,3.0,574.0,520.0,2027.0,101562.0,1253.85185185,215.0,81.0,105.0,50.0,81.0,18.0,19.0,37.0,35.0,2.0,2.0,,,,,,,,,,,,,,,
53,8,Dylan Strome,WSH,Eastern,C,Cinderella Peak,vince tran,20252026,3899933.0,"Mississauga, ON",CAN,75.0,196.0,7/3/1997,28.0,223.5,19.0,39.0,2.0,58.0,46.0,6.0,15.0,0.0,0.0,2.0,777.0,557.0,1663.0,86581.0,1082.2625,143.0,80.0,11.0,53.0,80.0,6.0,15.0,21.0,21.0,0.0,,,,,,,,,,,,,,,,
54,8,Lucas Raymond,DET,Eastern,LW,Glue Factory,Nam Le,20252026,4697385.0,"Goteborg, SWE",SWE,71.0,188.0,28/3/2002,23.0,274.5,25.0,51.0,1.0,76.0,22.0,7.0,20.0,0.0,0.0,5.0,1.0,0.0,1770.0,90235.0,1127.9375,173.0,80.0,43.0,29.0,80.0,7.0,20.0,27.0,27.0,0.0,,,,,,,,,,,,,,,,
55,8,Moritz Seider,DET,Eastern,D,Narita Brian,Brian Duong,20252026,4565227.0,"Zell, GER",GER,75.0,205.0,6/4/2001,24.0,300.0,10.0,50.0,15.0,60.0,57.0,3.0,25.0,0.0,0.0,2.0,0.0,0.0,2346.0,126279.0,1539.98780488,187.0,82.0,128.0,180.0,82.0,3.0,25.0,28.0,28.0,0.0,,,,,,,,,,,,,,60.0,,
56,8,Dylan Larkin,DET,Eastern,C,HORSEMAN,Brandon Nguyen,20252026,3114755.0,"Waterford, MI",USA,73.0,199.0,30/7/1996,29.0,257.5,34.0,33.0,3.0,67.0,48.0,14.0,10.0,1.0,0.0,9.0,789.0,703.0,1772.0,89631.0,1211.22972973,229.0,74.0,46.0,33.0,74.0,15.0,10.0,25.0,24.0,1.0,1.0,,,,,,,,,,,,,,,
57,9,Filip Gustavsson,MIN,Western,G,HORSEMAN,Brandon Nguyen,20252026,4272674.0,"Skelleftea, SWE",SWE,74.0,197.0,7/6/1998,27.0,235.35,,,,,,,,,,,,,,,,,50.0,,,,0.0,0.0,0.0,0.0,0.0,,49.0,28.0,15.0,1377.0,133.0,1245.0,4.0,178075.0,6.0,2.68875474,0.90413943,0.57142857,,,
58,9,Nico Hischier,NJ,Eastern,C,Narita Brian,Brian Duong,20252026,4233555.0,"Naters, SUI",SUI,73.0,175.0,4/1/1999,26.0,259.0,28.0,38.0,-6.0,66.0,29.0,11.0,12.0,0.0,1.0,6.0,1008.0,800.0,1953.0,101926.0,1243.0,211.0,82.0,58.0,62.0,82.0,11.0,13.0,24.0,23.0,1.0,,,,,,,,,,,,,,,,
59,9,Cole Caufield,MON,Eastern,LW,Glue Factory,Nam Le,20252026,4565236.0,"Stevens Point, WI",USA,68.0,175.0,2/1/2001,24.0,327.5,51.0,37.0,29.0,88.0,14.0,11.0,18.0,0.0,0.0,12.0,6.0,12.0,1671.0,88372.0,1091.01234568,258.0,81.0,50.0,21.0,81.0,11.0,18.0,29.0,29.0,0.0,2.0,,,,,,,,,,,,,,,
60,9,Travis Konecny,PHI,Eastern,RW,Cinderella Peak,vince tran,20252026,3900169.0,"London, ON",CAN,70.0,192.0,11/3/1997,28.0,247.0,27.0,41.0,14.0,68.0,59.0,2.0,12.0,1.0,1.0,2.0,20.0,33.0,1804.0,88196.0,1145.4025974,168.0,77.0,108.0,38.0,77.0,3.0,13.0,16.0,14.0,2.0,1.0,,,,,,,,,,,,,,,
61,9,Jake Sanderson,OTT,Eastern,D,mejiro mcdavid,Maanik Bhandari,20252026,4697386.0,"Whitefish, MT",USA,74.0,202.0,8/7/2002,23.0,251.5,14.0,40.0,16.0,54.0,8.0,5.0,17.0,0.0,0.0,3.0,0.0,0.0,2019.0,99854.0,1490.35820896,147.0,67.0,29.0,129.0,67.0,5.0,17.0,22.0,22.0,0.0,,,,,,,,,,,,,,54.0,,
62,9,Kirill Marchenko,CBJ,Eastern,LW,Narita Bryan,bryan lam,20252026,4587996.0,"Barnaul, RUS",RUS,75.0,197.0,21/8/2000,25.0,258.0,27.0,40.0,7.0,67.0,32.0,6.0,17.0,1.0,0.0,7.0,4.0,4.0,1572.0,86377.0,1136.53947368,218.0,76.0,61.0,40.0,76.0,7.0,17.0,24.0,23.0,1.0,1.0,,,,,,,,,,,,,,,
63,9,John Tavares,TOR,Eastern,C,Cukumber Horse,Ivan Chow,20252026,5160.0,"Mississauga, ON",CAN,73.0,211.0,20/9/1990,35.0,250.0,31.0,40.0,-28.0,71.0,28.0,12.0,9.0,0.0,0.0,4.0,802.0,590.0,1740.0,89433.0,1090.64634146,192.0,82.0,74.0,24.0,82.0,12.0,9.0,21.0,21.0,0.0,,,,,,,,,,,,,,,,
64,10,Adin Hill,VGK,Western,G,Cukumber Horse,Ivan Chow,20252026,3939714.0,"Calgary, AB",CAN,76.0,222.0,11/5/1996,29.0,96.33,,,,,,,,,,,,,,,,,27.0,,,,0.0,0.0,0.0,0.0,0.0,,27.0,10.0,9.0,587.0,76.0,511.0,1.0,89869.0,6.0,3.04443134,0.87052811,0.4,,,
65,10,Sergei Bobrovsky,FLA,Eastern,G,Narita Bryan,bryan lam,20252026,5571.0,"Novokuznetsk, USSR",USSR,74.0,180.0,20/9/1988,37.0,209.88,,,,,,,,,,,,,,,,,52.0,,,,0.0,0.0,0.0,0.0,0.0,,51.0,27.0,23.0,1250.0,154.0,1096.0,4.0,180579.0,1.0,3.07012443,0.8768,0.52941176,,,
66,10,Wyatt Johnston,DAL,Western,C,mejiro mcdavid,Maanik Bhandari,20252026,4874740.0,"Leaside, ON",CAN,73.0,185.0,14/5/2003,22.0,337.5,45.0,41.0,-5.0,86.0,32.0,27.0,15.0,0.0,0.0,4.0,402.0,442.0,1806.0,99007.0,1207.40243902,206.0,82.0,56.0,55.0,82.0,27.0,15.0,42.0,42.0,0.0,1.0,,,,,,,,,,,,,,,
67,10,MacKenzie Weegar,UTA,Western,D,Cinderella Peak,vince tran,20252026,3042269.0,"Ottawa, ON",CAN,72.0,206.0,7/1/1994,31.0,178.5,4.0,24.0,-33.0,28.0,88.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2432.0,106471.0,1347.73417722,154.0,79.0,167.0,175.0,79.0,0.0,7.0,7.0,6.0,1.0,,,,,,,,,,,,,,28.0,,
68,10,Shea Theodore,VGK,Western,D,Glue Factory,Nam Le,20252026,3042055.0,"Langley, BC",CAN,74.0,197.0,3/8/1995,30.0,168.5,10.0,29.0,19.0,39.0,24.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1993.0,95913.0,1370.18571429,130.0,70.0,2.0,87.0,70.0,2.0,3.0,5.0,5.0,0.0,,,,,,,,,,,,,,39.0,,
69,10,Seth Jarvis,CAR,Eastern,RW,Narita Brian,Brian Duong,20252026,4697396.0,"Winnipeg, MB",CAN,70.0,184.0,1/2/2002,23.0,251.5,32.0,34.0,6.0,66.0,23.0,5.0,16.0,4.0,2.0,7.0,32.0,47.0,1541.0,80427.0,1132.77464789,224.0,71.0,81.0,27.0,71.0,9.0,18.0,27.0,21.0,6.0,1.0,,,,,,,,,,,,,,,
70,10,Dustin Wolf,CGY,Western,G,HORSEMAN,Brandon Nguyen,20252026,4587952.0,"Gilroy, CA",USA,72.0,166.0,16/4/2001,24.0,195.03,,,,,,,,,,,,,,,,,57.0,,,,0.0,0.0,0.0,0.0,0.0,,55.0,23.0,29.0,1558.0,158.0,1401.0,2.0,188954.0,3.0,3.01025646,0.89922978,0.41818182,,,
71,11,John Carlson,ANA,Western,D,HORSEMAN,Brandon Nguyen,20252026,5118.0,"Natick, MA",USA,75.0,220.0,10/1/1990,35.0,254.0,14.0,46.0,9.0,60.0,32.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,1752.0,98663.0,1389.61971831,153.0,71.0,26.0,106.0,71.0,2.0,12.0,14.0,14.0,0.0,1.0,,,,,,,,,,,,,60.0,,
72,11,Thomas Harley,DAL,Western,D,Narita Brian,Brian Duong,20252026,4565239.0,"Syracuse, NY",USA,75.0,211.0,19/8/2001,24.0,193.0,6.0,30.0,3.0,36.0,26.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,1748.0,96837.0,1383.38571429,113.0,70.0,39.0,148.0,70.0,1.0,6.0,7.0,7.0,0.0,,,,,,,,,,,,,,36.0,,
73,11,Mikhail Sergachev,UTA,Western,D,Glue Factory,Nam Le,20252026,4024868.0,"Nizhnekamsk, RUS",RUS,75.0,212.0,25/6/1998,27.0,268.5,10.0,49.0,2.0,59.0,44.0,5.0,21.0,0.0,2.0,1.0,0.0,0.0,2272.0,113704.0,1457.74358974,159.0,78.0,38.0,125.0,78.0,5.0,23.0,28.0,26.0,2.0,,,,,,,,,,,,,,59.0,,
74,11,Miro Heiskanen,DAL,Western,D,Cinderella Peak,vince tran,20252026,4233536.0,"Espoo, FIN",FIN,74.0,197.0,18/7/1999,26.0,287.0,9.0,54.0,9.0,63.0,30.0,2.0,26.0,1.0,0.0,3.0,0.0,0.0,1937.0,117685.0,1528.37662338,148.0,77.0,21.0,132.0,77.0,3.0,26.0,29.0,28.0,1.0,,,,,,,,,,,,,,63.0,,
75,11,Erik Karlsson,PIT,Eastern,D,mejiro mcdavid,Maanik Bhandari,20252026,5164.0,"Landsbro, SWE",SWE,72.0,186.0,31/5/1990,35.0,256.0,15.0,51.0,8.0,66.0,22.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,1782.0,106202.0,1416.02666667,176.0,75.0,20.0,64.0,75.0,4.0,22.0,26.0,26.0,0.0,,,,,,,,,,,,,,66.0,,
76,11,Matt Duchene,DAL,Western,C,Narita Bryan,bryan lam,20252026,5161.0,"Halliburton, ON",CAN,71.0,212.0,16/1/1991,34.0,164.5,16.0,29.0,-3.0,45.0,8.0,5.0,9.0,0.0,0.0,4.0,266.0,244.0,1085.0,56463.0,990.57894737,89.0,57.0,29.0,23.0,57.0,5.0,9.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,
77,11,Jackson LaCombe,ANA,Western,D,Cukumber Horse,Ivan Chow,20252026,4565262.0,"Eden Prairie, MN",USA,74.0,205.0,9/1/2001,24.0,257.0,10.0,48.0,-2.0,58.0,19.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,2241.0,119300.0,1454.87804878,157.0,82.0,74.0,128.0,82.0,4.0,15.0,19.0,17.0,2.0,,,,,,,,,,,,,,58.0,,
78,12,Alex DeBrincat,DET,Eastern,LW,Cukumber Horse,Ivan Chow,20252026,4063433.0,"Farmington Hills, MI",USA,68.0,180.0,18/12/1997,28.0,303.5,41.0,44.0,8.0,85.0,19.0,15.0,8.0,0.0,0.0,6.0,19.0,31.0,1753.0,91021.0,1110.01219512,287.0,82.0,38.0,39.0,82.0,15.0,8.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,
79,12,Anze Kopitar,LA,Western,C,Narita Bryan,bryan lam,20252026,3183.0,"Jesenice, YUG",YUG,75.0,225.0,24/8/1987,38.0,157.5,12.0,26.0,19.0,38.0,10.0,5.0,7.0,0.0,0.0,1.0,744.0,563.0,1497.0,76868.0,1147.28358209,101.0,67.0,33.0,61.0,67.0,5.0,7.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,
80,12,Brady Tkachuk,OTT,Eastern,LW,mejiro mcdavid,Maanik Bhandari,20252026,4319858.0,"Scottsdale, AZ",USA,76.0,226.0,16/9/1999,26.0,210.5,22.0,37.0,4.0,59.0,71.0,5.0,15.0,1.0,0.0,3.0,175.0,129.0,1416.0,61057.0,1017.61666667,221.0,60.0,162.0,19.0,60.0,6.0,15.0,21.0,20.0,1.0,,,,,,,,,,,,,,,,
81,12,Charlie McAvoy,BOS,Eastern,D,Cinderella Peak,vince tran,20252026,3988803.0,"Long Beach, NY",USA,73.0,211.0,21/12/1997,28.0,271.5,11.0,50.0,13.0,61.0,62.0,2.0,21.0,0.0,0.0,1.0,0.0,0.0,1872.0,100973.0,1463.37681159,111.0,69.0,79.0,129.0,69.0,2.0,21.0,23.0,23.0,0.0,,,,,,,,,,,,,,61.0,,
82,12,Mackenzie Blackwood,COL,Western,G,Glue Factory,Nam Le,20252026,3904177.0,"Thunder Bay, ON",CAN,76.0,225.0,9/12/1996,29.0,178.29,,,,,,,,,,,,,,,,,39.0,,,,0.0,0.0,0.0,0.0,0.0,,36.0,23.0,10.0,933.0,90.0,843.0,3.0,129341.0,2.0,2.50500615,0.90353698,0.65714286,,,
83,12,Dylan Guenther,UTA,Western,RW,Narita Brian,Brian Duong,20252026,4874723.0,"Edmonton, AB",CAN,73.0,191.0,10/4/2003,22.0,269.0,40.0,33.0,7.0,73.0,28.0,9.0,15.0,0.0,0.0,6.0,26.0,37.0,1691.0,82459.0,1043.78481013,242.0,79.0,66.0,28.0,79.0,9.0,15.0,24.0,24.0,0.0,1.0,,,,,,,,,,,,,,,
84,12,Roope Hintz,DAL,Western,C,HORSEMAN,Brandon Nguyen,20252026,3904183.0,"Tampere, FIN",FIN,75.0,213.0,17/11/1996,29.0,161.0,15.0,29.0,16.0,44.0,18.0,6.0,13.0,0.0,0.0,1.0,430.0,297.0,1137.0,55146.0,1040.49056604,126.0,53.0,59.0,18.0,53.0,6.0,13.0,19.0,19.0,0.0,,,,,,,,,,,,,,,,
85,13,Morgan Rielly,TOR,Eastern,D,HORSEMAN,Brandon Nguyen,20252026,2976833.0,"Vancouver, BC",CAN,73.0,225.0,9/3/1994,31.0,173.0,11.0,25.0,-18.0,36.0,29.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,2237.0,98920.0,1268.20512821,141.0,78.0,35.0,114.0,78.0,1.0,5.0,6.0,6.0,0.0,,,,,,,,,,,,,,36.0,,
86,13,Darcy Kuemper,LA,Western,G,Narita Brian,Brian Duong,20252026,2610321.0,"Saskatoon, SK",CAN,77.0,215.0,5/5/1990,35.0,201.0,,,,,,,,,,,,,,,,,50.0,,,,0.0,0.0,0.0,0.0,0.0,,50.0,19.0,14.0,1234.0,134.0,1100.0,3.0,173274.0,15.0,2.78402992,0.89141005,0.39583333,,,
87,13,Dylan Holloway,STL,Western,C,Glue Factory,Nam Le,20252026,4697397.0,"Calgary, AB",CAN,73.0,206.0,23/9/2001,24.0,189.5,22.0,29.0,13.0,51.0,20.0,4.0,4.0,0.0,0.0,2.0,31.0,33.0,1293.0,64619.0,1095.23728814,162.0,59.0,129.0,41.0,59.0,4.0,4.0,8.0,8.0,0.0,1.0,,,,,,,,,,,,,,,
88,13,Stuart Skinner,PIT,Eastern,G,Cinderella Peak,vince tran,20252026,4268767.0,"Edmonton, AB",CAN,76.0,215.0,1/11/1998,27.0,204.75,,,,,,,,,,,,,,,,,50.0,,,,0.0,0.0,0.0,0.0,0.0,,50.0,23.0,17.0,1267.0,142.0,1125.0,2.0,175317.0,9.0,2.91586098,0.88792423,0.46938776,,,
89,13,Alex Ovechkin,WSH,Eastern,LW,mejiro mcdavid,Maanik Bhandari,20252026,3101.0,"Moscow, USSR",USSR,75.0,238.0,17/9/1985,40.0,236.0,32.0,32.0,-5.0,64.0,26.0,5.0,14.0,0.0,0.0,5.0,2.0,2.0,1615.0,85846.0,1046.90243902,244.0,82.0,134.0,16.0,82.0,5.0,14.0,19.0,19.0,0.0,2.0,,,,,,,,,,,,,,,
90,13,Alex Tuch,BUF,Eastern,RW,Narita Bryan,bryan lam,20252026,3114766.0,"Syracuse, NY",USA,76.0,219.0,10/5/1996,29.0,265.0,33.0,33.0,24.0,66.0,57.0,7.0,2.0,3.0,2.0,2.0,46.0,52.0,1974.0,90029.0,1139.60759494,195.0,79.0,82.0,90.0,79.0,10.0,4.0,14.0,9.0,5.0,1.0,,,,,,,,,,,,,,,
91,13,Jakob Chychrun,WSH,Eastern,D,Cukumber Horse,Ivan Chow,20252026,4024950.0,"Boca Raton, FL",USA,74.0,216.0,31/3/1998,27.0,263.0,26.0,34.0,20.0,60.0,62.0,8.0,10.0,0.0,0.0,8.0,0.0,0.0,1804.0,112036.0,1400.45,221.0,80.0,58.0,114.0,80.0,8.0,10.0,18.0,18.0,0.0,,,,,,,,,,,,,,60.0,,
92,14,Vincent Trocheck,NYR,Eastern,C,Cukumber Horse,Ivan Chow,20252026,2563036.0,"Pittsburgh, PA",USA,71.0,188.0,11/7/1993,32.0,202.5,16.0,37.0,-16.0,53.0,64.0,2.0,14.0,2.0,0.0,1.0,625.0,474.0,1611.0,82616.0,1233.07462687,114.0,67.0,193.0,49.0,67.0,4.0,14.0,18.0,16.0,2.0,,,,,,,,,,,,,,,,
93,14,Matt Coronato,CGY,Western,RW,Narita Bryan,bryan lam,20252026,4874730.0,"New York, NY",USA,70.0,183.0,14/11/2002,23.0,164.0,18.0,27.0,-29.0,45.0,32.0,7.0,8.0,0.0,0.0,3.0,70.0,106.0,1638.0,79888.0,998.6,197.0,80.0,23.0,22.0,80.0,7.0,8.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,
94,14,Noah Dobson,MON,Eastern,D,mejiro mcdavid,Maanik Bhandari,20252026,4352732.0,"Summerside, PE",CAN,76.0,200.0,7/1/2000,25.0,244.0,12.0,35.0,5.0,47.0,34.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,2093.0,107924.0,1349.05,158.0,80.0,62.0,188.0,80.0,2.0,6.0,8.0,7.0,1.0,,,,,,,,,,,,,,47.0,,
95,14,Jordan Kyrou,STL,Western,RW,Cinderella Peak,vince tran,20252026,4062251.0,"Toronto, ON",CAN,73.0,196.0,5/5/1998,27.0,168.0,18.0,28.0,-5.0,46.0,8.0,4.0,10.0,0.0,0.0,2.0,3.0,13.0,1463.0,67957.0,943.84722222,173.0,72.0,14.0,28.0,72.0,4.0,10.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,
96,14,Mathew Barzal,NYI,Eastern,C,Glue Factory,Nam Le,20252026,3899946.0,"Coquitlam, BC",CAN,73.0,186.0,26/5/1997,28.0,265.0,19.0,53.0,10.0,72.0,61.0,2.0,18.0,0.0,0.0,4.0,210.0,318.0,1724.0,100363.0,1239.04938272,184.0,81.0,29.0,50.0,81.0,2.0,18.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
97,14,Matvei Michkov,PHI,Eastern,RW,Narita Brian,Brian Duong,20252026,5149170.0,"Perm, RUS",RUS,70.0,172.0,9/12/2004,21.0,177.5,20.0,31.0,0.0,51.0,71.0,4.0,8.0,0.0,0.0,3.0,1.0,11.0,1607.0,72123.0,890.40740741,163.0,81.0,33.0,19.0,81.0,4.0,8.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,
98,14,Dougie Hamilton,NJ,Eastern,D,HORSEMAN,Brandon Nguyen,20252026,2562605.0,"Toronto, ON",CAN,78.0,230.0,17/6/1993,32.0,173.0,12.0,27.0,-2.0,39.0,50.0,4.0,10.0,0.0,0.0,3.0,0.0,0.0,1958.0,99515.0,1292.4025974,203.0,77.0,87.0,78.0,77.0,4.0,10.0,14.0,14.0,0.0,,,,,,,,,,,,,,39.0,,
99,15,Noah Hanifin,VGK,Western,D,HORSEMAN,Brandon Nguyen,20252026,3652964.0,"Boston, MA",USA,75.0,206.0,25/1/1997,28.0,149.0,3.0,25.0,0.0,28.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2009.0,96281.0,1356.07042254,135.0,71.0,36.0,116.0,71.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,,,,,,28.0,,
100,15,Matthew Knies,TOR,Eastern,LW,Narita Brian,Brian Duong,20252026,4874919.0,"Phoenix, AZ",USA,75.0,227.0,17/10/2002,23.0,233.0,23.0,43.0,-30.0,66.0,29.0,6.0,10.0,1.0,0.0,2.0,1.0,5.0,1720.0,89075.0,1127.53164557,140.0,79.0,152.0,32.0,79.0,7.0,10.0,17.0,16.0,1.0,,,,,,,,,,,,,,,,
101,15,Jacob Markstrom,NJ,Eastern,G,Glue Factory,Nam Le,20252026,5452.0,"Gavle, SWE",SWE,78.0,207.0,31/1/1990,35.0,173.49,,,,,,,,,,,,,,,,,44.0,,,,0.0,0.0,0.0,0.0,0.0,,43.0,23.0,19.0,1113.0,130.0,983.0,1.0,152641.0,1.0,3.06601765,0.88319856,0.53488372,,,
102,15,Ryan Nugent-Hopkins,EDM,Western,C,Cinderella Peak,vince tran,20252026,2562624.0,"Burnaby, BC",CAN,73.0,192.0,12/4/1993,32.0,215.5,20.0,36.0,-9.0,56.0,21.0,11.0,18.0,0.0,1.0,2.0,172.0,191.0,1560.0,82351.0,1143.76388889,133.0,72.0,25.0,31.0,72.0,11.0,19.0,30.0,29.0,1.0,,,,,,,,,,,,,,,,
103,15,Nikolaj Ehlers,CAR,Eastern,LW,mejiro mcdavid,Maanik Bhandari,20252026,3114741.0,"Aalborg, DEN",DEN,72.0,172.0,14/2/1996,29.0,272.0,26.0,45.0,8.0,71.0,14.0,10.0,19.0,0.0,0.0,6.0,11.0,20.0,1600.0,81651.0,995.74390244,207.0,82.0,21.0,24.0,82.0,10.0,19.0,29.0,29.0,0.0,2.0,,,,,,,,,,,,,,,
104,15,Rasmus Andersson,VGK,Western,D,Narita Bryan,bryan lam,20252026,3904186.0,"Malmo, SWE",SWE,73.0,202.0,27/10/1996,29.0,229.5,17.0,30.0,4.0,47.0,71.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,2638.0,112760.0,1392.09876543,178.0,81.0,37.0,149.0,81.0,7.0,7.0,14.0,13.0,1.0,,,,,,,,,,,,,,47.0,,
105,15,Logan Cooley,UTA,Western,C,Cukumber Horse,Ivan Chow,20252026,5080143.0,"Pittsburgh, PA",USA,72.0,191.0,4/5/2004,21.0,169.5,24.0,19.0,3.0,43.0,28.0,6.0,4.0,2.0,0.0,3.0,273.0,343.0,1147.0,56142.0,1039.66666667,102.0,54.0,54.0,27.0,54.0,8.0,4.0,12.0,10.0,2.0,2.0,,,,,,,,,,,,,,,
